embedding;gt;product_id
[ 0.4484055  -0.21700566  0.35462147  0.15099356];287.0;64155
[ 0.47330523 -0.21684831  0.33495408  0.1648967 ];290.0;64155
[ 0.5296438  -0.22037518  0.2860726   0.19382632];202.0;64155
[ 0.50375605 -0.21847987  0.3071236   0.18046191];124.0;64155
[ 0.463201   -0.21863574  0.34104913  0.1590034 ];123.0;64155
[ 0.46555626 -0.21761754  0.3395688   0.16078734];198.0;64155
[ 0.45345014 -0.22055206  0.34962863  0.1527811 ];239.0;64155
[ 0.4723012  -0.22233608  0.33279306  0.16111493];217.0;64155
[ 0.518235   -0.22446683  0.29387778  0.18537521];155.0;64155
[ 0.51359177 -0.22305873  0.29822212  0.18397886];270.0;64155
[ 0.5025594  -0.22180182  0.307741    0.17864314];435.0;64155
[ 0.43655163 -0.21672429  0.3642364   0.14499378];263.0;64155
[ 0.49089825 -0.2201026   0.31766707  0.17318702];220.0;64155
[ 0.51374185 -0.22145578  0.2983858   0.18457341];111.0;64155
[ 0.5372421  -0.2228527   0.27956945  0.19694951];108.0;64155
[ 0.47843635 -0.21977814  0.32806355  0.16668987];170.0;64155
[ 0.5038032  -0.22012192  0.30682844  0.1808536 ];306.0;64155
[ 0.46383083 -0.22050853  0.33935028  0.15794143];367.0;64155
[ 0.48314595 -0.2204511   0.32233596  0.16827491];173.0;64155
[ 0.45645463 -0.21752045  0.34641165  0.15473601];274.0;64155
[ 0.455707   -0.21915291  0.34680194  0.15388563];81.0;64155
[ 0.47999936 -0.21751572  0.32678598  0.16664132];189.0;64155
[ 0.5099057  -0.21915601  0.3014099   0.18303478];98.0;64155
[ 0.49002314 -0.21602342  0.3181036   0.17321149];175.0;64155
[ 0.52043897 -0.22058286  0.29161805  0.18777794];268.0;64155
[ 0.48557383 -0.21862018  0.32255316  0.16903296];377.0;64155
[ 0.47129375 -0.2138088   0.33089238  0.1628913 ];388.0;64155
[ 0.43638617 -0.21621685  0.36216873  0.14373073];454.0;64155
[ 0.48669946 -0.21920246  0.32134032  0.16924381];284.0;64155
[ 0.47812515 -0.21734267  0.32353145  0.16417104];311.0;64155
[ 0.48906833 -0.218704    0.3166625   0.1712518 ];295.0;64155
[ 0.47242653 -0.21841602  0.3315366   0.16172296];410.0;64155
[ 0.49658942 -0.21905422  0.31210214  0.17421556];308.0;64155
[ 0.44028986 -0.21938504  0.35802215  0.14320421];247.0;64155
[ 0.45783305 -0.21624303  0.3453241   0.15467322];245.0;64155
[ 0.46502203 -0.21669444  0.33878702  0.15769604];177.0;64155
[ 0.49259526 -0.21963133  0.3153286   0.17171988];211.0;64155
[ 0.47193164 -0.21664011  0.3330474   0.16301963];288.0;64155
[ 0.20300563 -1.037435    0.01434565 -0.15316729];110.0;65142
[ 0.2121905  -1.0394608   0.00474727 -0.14840646];163.0;65142
[ 0.21105133 -1.0365963   0.00806364 -0.14946707];127.0;65142
[ 0.18407021 -1.0370855   0.02794456 -0.16338357];98.0;65142
[ 0.21567474 -1.0362806   0.00148398 -0.14647399];55.0;65142
[ 0.22763588 -1.0396874  -0.00659874 -0.14233468];0.0;65142
[ 0.23112689 -1.0384762  -0.00937182 -0.13983017];49.0;65142
[ 0.19231008 -1.0379999   0.02397484 -0.16044264];82.0;65142
[ 0.27381736 -1.0419369  -0.04262534 -0.11976007];99.0;65142
[ 0.21333738 -1.0391281   0.0063954  -0.15097462];125.0;65142
[ 0.21806397 -1.0398374   0.00397432 -0.14841239];112.0;65142
[ 0.18178166 -1.0381737   0.0359872  -0.16682018];65.0;65142
[ 0.19449757 -1.0385339   0.02495092 -0.16019425];94.0;65142
[ 0.22522105 -1.0385418  -0.00224209 -0.14349446];114.0;65142
[ 0.23358224 -1.0379498  -0.01120389 -0.13791189];129.0;65142
[ 0.18959837 -1.03936     0.02725837 -0.16213226];41.0;65142
[ 0.21775858 -1.0408893   0.00407791 -0.1476183 ];140.0;65142
[ 0.27083665 -1.0427296  -0.04129043 -0.11929949];149.0;65142
[ 0.24401729 -1.0403523  -0.01923573 -0.13283835];169.0;65142
[ 0.20214264 -1.0398256   0.01611185 -0.15454413];146.0;65142
[ 0.20628338 -1.039731    0.01270762 -0.15242565];94.0;65142
[ 0.19347851 -1.042304    0.02352032 -0.16056281];158.0;65142
[ 0.20743881 -1.0415583   0.01195443 -0.1531452 ];74.0;65142
[ 0.25391614 -1.0439701  -0.02754635 -0.12878308];34.0;65142
[ 0.25280505 -1.044389   -0.02700791 -0.1295178 ];82.0;65142
[ 0.24480031 -1.0446984  -0.02075139 -0.13428628];74.0;65142
[ 0.17941348 -1.0399421   0.03507501 -0.16781926];77.0;65142
[ 0.23364364 -1.0432602  -0.01136899 -0.13964784];127.0;65142
[ 0.2581175  -1.0454566  -0.03240675 -0.12795609];119.0;65142
[ 0.28185076 -1.0469742  -0.05147412 -0.11553639];184.0;65142
[ 2.2063838e-01 -1.0426548e+00 -3.8695335e-04 -1.4624684e-01];171.0;65142
[ 0.2462381  -1.043119   -0.02187297 -0.13203949];188.0;65142
[ 0.19978361 -1.0401523   0.01763338 -0.15616602];222.0;65142
[ 0.22123356 -1.0411992  -0.0016813  -0.14543259];248.0;65142
[ 0.1967936  -1.039433    0.01996869 -0.15854976];53.0;65142
[ 0.19274668 -1.0393589   0.02391404 -0.16001818];138.0;65142
[ 2.2026061e-01 -1.0393883e+00  4.2665005e-04 -1.4665899e-01];73.0;65142
[ 0.24838154 -1.0401049  -0.02302545 -0.13059995];51.0;65142
[ 0.230983   -1.0382574  -0.00900853 -0.1399579 ];63.0;65142
[ 0.26174825 -1.0429976  -0.03587043 -0.12532602];107.0;65142
[ 0.22680555 -1.0409946  -0.00485176 -0.14408559];149.0;65142
[ 0.21368985 -1.0367856   0.00223273 -0.15000907];121.0;65142
[ 0.22804879 -1.0399139  -0.00831667 -0.14228848];170.0;65142
[ 0.21195029 -1.039907    0.00597203 -0.15171549];118.0;65142
[ 0.23603563 -1.040505   -0.0133788  -0.1392374 ];103.0;65142
[ 0.17259397 -1.0371413   0.04023668 -0.17158669];261.0;65142
[ 0.19925879 -1.0387179   0.01771    -0.15840892];0.0;65142
[ 0.20862143 -1.0402937   0.0088309  -0.15497887];358.0;65142
[ 0.23029475 -1.0401787  -0.00827035 -0.14206031];207.0;65142
[ 0.21300809 -1.0389342   0.00580984 -0.15012792];218.0;65142
[ 0.17202844 -1.0357      0.04078639 -0.17043489];184.0;65142
[ 0.2174763  -1.0404694   0.00113189 -0.14633758];112.0;65142
[ 0.2285522  -1.0418983  -0.00673383 -0.14375839];182.0;65142
[ 0.21986143 -1.0399783  -0.00441718 -0.1488529 ];65.0;65142
[ 0.22975661 -1.0407975  -0.01015687 -0.14196852];80.0;65142
[ 0.21381341 -1.0408709   0.00396448 -0.15136646];80.0;65142
[ 0.23863627 -1.0418503  -0.01618096 -0.13875021];42.0;65142
[ 0.17469    -1.0382257   0.03797823 -0.17119403];175.0;65142
[ 0.20395537 -1.0411475   0.01264936 -0.15752907];120.0;65142
[ 0.20493399 -1.0383862   0.01280421 -0.15566967];111.0;65142
[ 0.22986786 -1.0399578  -0.00781029 -0.14214028];173.0;65142
[ 0.21525936 -1.0400989   0.00338411 -0.14970616];201.0;65142
[ 0.1742797  -1.0368645   0.03836063 -0.17001316];221.0;65142
[ 0.2068872  -1.039443    0.01016331 -0.15244013];157.0;65142
[0.28351748 0.18928504 0.5117416  0.32054672];45.0;73038
[0.29529673 0.18950307 0.49901563 0.32618663];71.0;73038
[0.30263048 0.18872657 0.4921021  0.32941106];42.0;73038
[0.2602815  0.19102994 0.5292546  0.3081369 ];21.0;73038
[0.34272033 0.18661118 0.46165067 0.34899387];13.0;73038
[0.2832107  0.1889179  0.50962585 0.31796113];13.0;73038
[0.29007214 0.18710428 0.5049044  0.3209233 ];8.0;73038
[0.2521208  0.18963146 0.5387158  0.30220285];9.0;73038
[0.26759255 0.18784553 0.52471    0.30934504];17.0;73038
[0.29668587 0.188681   0.4992736  0.3257394 ];35.0;73038
[0.30465883 0.18947369 0.49073    0.33124933];160.0;73038
[0.25939405 0.1887261  0.5305725  0.306789  ];163.0;73038
[0.2861569  0.18791965 0.5088975  0.32104114];130.0;73038
[0.34346586 0.18389088 0.4589706  0.35015258];175.0;73038
[0.31447285 0.18739247 0.48336738 0.33620647];128.0;73038
[0.27314156 0.1876382  0.51812947 0.31460246];108.0;73038
[0.27697182 0.18789336 0.5150598  0.31666288];93.0;73038
[0.26090646 0.18700692 0.5293856  0.30791482];15.0;73038
[0.27824372 0.18600595 0.51418114 0.3159651 ];126.0;73038
[0.32541972 0.18323267 0.47392744 0.34045807];112.0;73038
[0.32069874 0.18468097 0.47835547 0.33904716];64.0;73038
[0.3142079  0.18358862 0.48298103 0.3345622 ];56.0;73038
[0.24816121 0.18868619 0.5395183  0.30090562];84.0;73038
[0.3027407  0.18518746 0.49269783 0.32914242];0.0;73038
[0.32383764 0.1847378  0.47529876 0.3402016 ];113.0;73038
[0.34951156 0.18221653 0.45414025 0.352985  ];146.0;73038
[0.29128808 0.18498987 0.50200707 0.3228344 ];138.0;73038
[0.3176641  0.18412405 0.47968453 0.33718708];215.0;73038
[0.27023917 0.18759257 0.5202365  0.31287876];90.0;73038
[0.2940957  0.18530083 0.49832886 0.3240631 ];197.0;73038
[0.26697743 0.1884523  0.5228645  0.3104442 ];141.0;73038
[0.26467717 0.18762302 0.52492785 0.30930302];170.0;73038
[0.29149246 0.18795505 0.50219333 0.3225313 ];173.0;73038
[0.32077783 0.18663603 0.47748643 0.33880845];167.0;73038
[0.30194318 0.18922642 0.49305087 0.3291814 ];217.0;73038
[0.3320874  0.18480766 0.4668582  0.34369704];150.0;73038
[0.2996288  0.18552536 0.4952001  0.32540283];159.0;73038
[0.2839901  0.1910395  0.50500315 0.3190067 ];74.0;73038
[0.30060035 0.18674669 0.492028   0.327149  ];35.0;73038
[0.2826776  0.18769726 0.5082823  0.31738022];21.0;73038
[0.30847073 0.1862157  0.48709124 0.33017823];22.0;73038
[0.24405874 0.19008145 0.5417524  0.29764715];31.0;73038
[0.27064586 0.18854505 0.51930934 0.31081036];61.0;73038
[0.27597177 0.18905738 0.51477987 0.31348416];23.0;73038
[0.30269116 0.1865623  0.49224162 0.32734808];59.0;73038
[0.283813   0.18862987 0.50803655 0.31898233];46.0;73038
[0.24376483 0.19138226 0.54200923 0.29884997];64.0;73038
[0.2744704  0.18978769 0.51586133 0.3160666 ];120.0;73038
[0.2926284  0.18484595 0.49867433 0.32358715];169.0;73038
[0.28190857 0.18866557 0.50814503 0.32050022];195.0;73038
[0.2828266  0.19046587 0.50924474 0.31982502];284.0;73038
[0.25417644 0.19084004 0.5309241  0.30559584];223.0;73038
[0.28694534 0.19104251 0.5032087  0.32272354];238.0;73038
[0.29549086 0.1894027  0.49880654 0.326223  ];258.0;73038
[0.30251402 0.18878677 0.4922275  0.32938918];292.0;73038
[0.2572539  0.19259608 0.5325168  0.3075696 ];244.0;73038
[0.33891642 0.1885789  0.46574938 0.3482813 ];200.0;73038
[0.28022194 0.19046402 0.5128463  0.31740126];158.0;73038
[0.28591895 0.18925273 0.5093795  0.32014522];90.0;73038
[0.24866621 0.1914185  0.5424381  0.30155566];76.0;73038
[0.26340055 0.19001412 0.5292271  0.30855975];39.0;73038
[0.29365826 0.19024712 0.5025359  0.32517233];26.0;73038
[0.30543518 0.1890721  0.48989362 0.3313947 ];26.0;73038
[0.2564829  0.19023207 0.5337092  0.30624363];31.0;73038
[0.28349084 0.19282955 0.506931   0.32207635];62.0;73038
[0.2984255  0.18614781 0.49649662 0.32517746];44.0;73038
[0.28515458 0.19043711 0.50374836 0.31922486];45.0;73038
[0.2994359  0.18734902 0.49328274 0.32693085];74.0;73038
[0.282794   0.18763703 0.50815684 0.31740215];151.0;73038
[0.30738395 0.18677795 0.48826236 0.32997468];133.0;73038
[0.2445245  0.18984044 0.5412504  0.29773447];170.0;73038
[0.27177155 0.18796277 0.51809645 0.3110213 ];171.0;73038
[0.27721387 0.1884149  0.5134416  0.31371692];112.0;73038
[0.3012938  0.18728513 0.4937473  0.32708636];44.0;73038
[0.28101832 0.19007558 0.51104784 0.31845877];39.0;73038
[0.24450238 0.19100082 0.54121464 0.29898807];45.0;73038
[0.27474213 0.18964714 0.51556855 0.31611755];71.0;73038
[0.28909624 0.1866731  0.50248027 0.32292542];70.0;73038
[0.28175324 0.18874589 0.5083123  0.32047114];32.0;73038
[0.28267133 0.19054621 0.509412   0.31979594];16.0;73038
[0.23953395 0.03455348 0.38993496 0.38033774];91.0;75012
[0.1931371  0.03560273 0.4265402  0.35690793];149.0;75012
[0.226333   0.03558442 0.39836496 0.37411574];173.0;75012
[0.23650868 0.03310128 0.39220613 0.37792054];96.0;75012
[0.24069838 0.03395109 0.38868022 0.3805559 ];76.0;75012
[0.19668038 0.03711788 0.4276312  0.35896906];78.0;75012
[0.27884746 0.03283973 0.36032003 0.39977524];102.0;75012
[0.21980365 0.03490546 0.40779334 0.3688297 ];84.0;75012
[0.2258112  0.03353362 0.40399206 0.3716319 ];72.0;75012
[0.18809266 0.03594032 0.4375524  0.35295513];105.0;75012
[0.2031375  0.03437525 0.42400676 0.36001733];128.0;75012
[0.23836358 0.03203818 0.39196217 0.3775606 ];64.0;75012
[0.24622016 0.03289118 0.38354415 0.38304868];40.0;75012
[0.20142113 0.03190269 0.4228847  0.35867563];30.0;75012
[0.22647612 0.03197967 0.40305    0.37260786];21.0;75012
[0.279593   0.03011934 0.35763985 0.4009339 ];25.0;75012
[0.25389934 0.03191428 0.3784818  0.38760594];46.0;75012
[0.21283971 0.03201942 0.41295105 0.36605284];67.0;75012
[0.22055145 0.03026672 0.40569896 0.36884025];36.0;75012
[0.1972277  0.03313504 0.42784584 0.3587325 ];27.0;75012
[0.21650575 0.03113012 0.41055018 0.36714634];34.0;75012
[0.26535076 0.02749346 0.36849815 0.39195207];58.0;75012
[0.2621048  0.02817875 0.37133682 0.3908173 ];118.0;75012
[0.25278038 0.02855214 0.3790154  0.38580164];137.0;75012
[0.18622912 0.03391078 0.4360965  0.3520505 ];117.0;75012
[0.24111913 0.03025141 0.3889416  0.3803456 ];125.0;75012
[0.26330292 0.02923955 0.37037134 0.39160833];64.0;75012
[0.2881617  0.02713989 0.35009116 0.40423897];168.0;75012
[0.23300461 0.02832703 0.39465374 0.3746628 ];151.0;75012
[0.25309253 0.03071398 0.3791067  0.38783756];187.0;75012
[0.20892815 0.03249587 0.4161455  0.36414006];184.0;75012
[0.22917481 0.0320714  0.39812738 0.37464812];413.0;75012
[0.2043079  0.03405839 0.42023736 0.361451  ];341.0;75012
[0.20053263 0.03399208 0.42388994 0.36003348];448.0;75012
[0.22839592 0.03378199 0.40002614 0.37345812];520.0;75012
[0.256478   0.03308544 0.37661588 0.3895099 ];578.0;75012
[0.23896314 0.03499313 0.39075834 0.38013008];769.0;75012
[0.268952   0.03065465 0.3647328  0.39461645];809.0;75012
[0.2356783  0.03179401 0.39395314 0.37616965];647.0;75012
[0.22085474 0.0368865  0.40287775 0.36992612];631.0;75012
[0.23645578 0.03311576 0.39099008 0.37787953];666.0;75012
[0.21969749 0.033464   0.4059897  0.36832884];458.0;75012
[0.24463676 0.03242423 0.38571876 0.38096693];530.0;75012
[0.18135034 0.03570759 0.43916696 0.34864667];508.0;75012
[0.20801519 0.03413109 0.41664034 0.36182448];518.0;75012
[0.21438901 0.03410125 0.41098166 0.36469457];503.0;75012
[0.23792557 0.03325261 0.39187294 0.3779622 ];79.0;75012
[0.22059996 0.03451702 0.40599483 0.36988732];513.0;75012
[0.18109532 0.03698835 0.43938202 0.34985664];556.0;75012
[0.21207254 0.03525321 0.4129414  0.36712423];582.0;75012
[0.22863917 0.03113468 0.3974691  0.37434658];642.0;75012
[0.21892844 0.03443226 0.4058525  0.37144879];628.0;75012
[0.21825509 0.03705582 0.40866685 0.37047544];638.0;75012
[0.19294302 0.03570314 0.42674947 0.35687163];561.0;75012
[0.22287847 0.03737144 0.40208727 0.37346855];494.0;75012
[0.2346844  0.034045   0.39417183 0.37757882];89.0;75012
[0.21930312 0.03651369 0.40753764 0.37067184];516.0;75012
[0.23595001 0.03165346 0.39366037 0.37622055];488.0;75012
[0.22264029 0.03596289 0.40095395 0.3702607 ];528.0;75012
[0.23723207 0.03271414 0.3901536  0.3780249 ];548.0;75012
[0.21993037 0.03334351 0.40573877 0.36837247];490.0;75012
[0.2448308  0.03232382 0.38550973 0.38100323];470.0;75012
[0.18158321 0.03558709 0.43891603 0.34869024];505.0;75012
[0.20886908 0.03368932 0.41572028 0.36198446];453.0;75012
[0.2153206  0.0336194  0.40997797 0.36486915];419.0;75012
[0.23804201 0.0331924  0.39174742 0.37798402];416.0;75012
[0.22141509 0.03409536 0.4051165  0.37004003];441.0;75012
[0.18454985 0.03520131 0.43565983 0.35050383];460.0;75012
[0.21591522 0.03326541 0.4088009  0.3678442 ];521.0;75012
[0.22394253 0.03356421 0.40252978 0.37346676];497.0;75012
[0.22001527 0.03387006 0.40468138 0.3716524 ];422.0;75012
[0.20200805 0.13403317 0.5084159  0.32142583];13.0;77973
[0.23296182 0.13019219 0.48216552 0.3369337 ];18.0;77973
[0.23081349 0.13357878 0.4865693  0.3356841 ];35.0;77973
[0.20608364 0.1319249  0.50402445 0.32218936];73.0;77973
[0.23570858 0.13375384 0.47969693 0.3387281 ];59.0;77973
[0.24852373 0.12990534 0.47069407 0.34302732];44.0;77973
[0.2550035  0.12957048 0.46470052 0.34609178];32.0;77973
[0.21032561 0.13307866 0.5043625  0.32438126];39.0;77973
[0.29062963 0.12976423 0.4390589  0.36483845];67.0;77973
[0.23379822 0.13068551 0.4841482  0.33430746];106.0;77973
[0.24097018 0.12871128 0.47909224 0.33732775];61.0;77973
[0.2008063  0.13238293 0.51528746 0.31819275];31.0;77973
[0.21387158 0.13184193 0.50387484 0.3248842 ];20.0;77973
[0.24447869 0.13189429 0.4768073  0.34156218];17.0;77973
[0.26079696 0.12836999 0.4592716  0.3486354 ];26.0;77973
[0.21207757 0.12940949 0.50283635 0.32352796];0.0;77973
[0.2371326  0.1294865  0.48300177 0.33746013];37.0;77973
[0.28978366 0.1278671  0.43809342 0.3656989 ];73.0;77973
[0.2640512  0.12968212 0.45897716 0.35236362];48.0;77973
[0.22240935 0.13008845 0.49407375 0.3307015 ];51.0;77973
[0.22534685 0.13080546 0.49196613 0.3325946 ];51.0;77973
[0.2107953  0.12913594 0.5046608  0.32413027];82.0;77973
[0.22941346 0.12747234 0.48807603 0.33242044];181.0;77973
[0.2744158  0.1258235  0.45016462 0.35650614];183.0;77973
[0.27679807 0.12359732 0.44693893 0.3564259 ];170.0;77973
[0.26075858 0.12744436 0.4618529  0.35015216];221.0;77973
[0.19742899 0.1311365  0.5154627  0.31700465];225.0;77973
[0.25115454 0.12807944 0.4695624  0.34508148];145.0;77973
[0.21826492 0.13068539 0.4975192  0.3287451 ];151.0;77973
[0.24010299 0.12943769 0.47778624 0.33955136];181.0;77973
[0.21477024 0.13166556 0.5003981  0.32626686];202.0;77973
[0.2122759  0.13093665 0.5026706  0.3250893 ];66.0;77973
[0.26752263 0.13039145 0.45614928 0.35443488];90.0;77973
[0.24981366 0.13239956 0.4705009  0.3450187 ];126.0;77973
[0.27980256 0.12806109 0.4444754  0.35950515];212.0;77973
[0.23189937 0.1341925  0.48241132 0.33485124];219.0;77973
[0.2475392  0.13040167 0.47048175 0.34281173];327.0;77973
[0.23109142 0.1305893  0.48514682 0.33331934];256.0;77973
[0.25622475 0.12944913 0.46466678 0.3459938 ];355.0;77973
[0.19328772 0.13255179 0.5177385  0.31373897];337.0;77973
[0.2184387  0.13175833 0.49684292 0.3266332 ];246.0;77973
[0.22376458 0.1322707  0.49231356 0.329307  ];306.0;77973
[0.2489702  0.13055867 0.4714064  0.34288725];199.0;77973
[0.23183869 0.13172269 0.4853192  0.33484867];141.0;77973
[0.19194584 0.1343948  0.5191247  0.31474534];31.0;77973
[0.22288428 0.13267967 0.4927258  0.33200565];135.0;77973
[0.23467664 0.13103092 0.4823979  0.33833364];66.0;77973
[0.22950734 0.13197923 0.48588783 0.33628663];124.0;77973
[0.2287951  0.13462284 0.48874408 0.3353059 ];102.0;77973
[0.2410811  0.12771785 0.47549695 0.33953336];183.0;77973
[0.2461407  0.1294012  0.474114   0.34098557];217.0;77973
[0.23213224 0.13407204 0.4821604  0.3348948 ];355.0;77973
[0.2485096  0.12989974 0.46943623 0.3429936 ];404.0;77973
[0.23113023 0.13056922 0.48510498 0.3333266 ];287.0;77973
[0.25641888 0.12934875 0.4644577  0.3460301 ];274.0;77973
[0.19243379 0.13299352 0.51865864 0.313579  ];200.0;77973
[0.22049592 0.13069421 0.4946264  0.3270186 ];109.0;77973
[0.2264428  0.13088524 0.4894277  0.32980868];72.0;77973
[0.25498652 0.12744641 0.46492374 0.34401438];81.0;77973
[0.23366301 0.13077894 0.48335356 0.33519045];52.0;77973
[0.19225635 0.13423416 0.51879007 0.3148035 ];56.0;77973
[0.22338887 0.13241866 0.49218208 0.33210018];50.0;77973
[ 0.03216712 -0.8026794  -0.18352482 -0.03177452];165.0;80934
[-0.00986516 -0.7970578  -0.14742815 -0.05270022];145.0;80934
[ 0.07113746 -0.80073357 -0.21348464 -0.0121122 ];162.0;80934
[ 0.01380156 -0.79955137 -0.16785157 -0.04273775];236.0;80934
[ 0.02089585 -0.8014853  -0.1728239  -0.03973195];138.0;80934
[-0.01891863 -0.7979944  -0.13700509 -0.05880144];69.0;80934
[-0.00418434 -0.79939884 -0.1502161  -0.05179736];45.0;80934
[ 0.02553    -0.7988847  -0.17632179 -0.03528664];37.0;80934
[ 0.03536615 -0.79905576 -0.18687288 -0.02942774];87.0;80934
[-0.0112184  -0.79912066 -0.14560843 -0.05413532];82.0;80934
[ 0.01659249 -0.8004692  -0.1684126  -0.0396868 ];111.0;80934
[ 0.07141721 -0.80321306 -0.21566291 -0.01104081];179.0;80934
[ 0.0442486  -0.80065507 -0.19323175 -0.02464512];190.0;80934
[ 0.00280084 -0.8003491  -0.15834424 -0.04627088];170.0;80934
[ 0.00682515 -0.80019444 -0.161623   -0.04417422];143.0;80934
[-0.0091237  -0.801141   -0.14742261 -0.05290037];114.0;80934
[ 0.009378   -0.8027444  -0.16388187 -0.04463199];141.0;80934
[ 0.05480726 -0.804614   -0.2022534  -0.02046621];201.0;80934
[ 0.05245408 -0.8043906  -0.2003766  -0.02143362];202.0;80934
[ 0.04254743 -0.80371606 -0.19207074 -0.0265584 ];229.0;80934
[-0.02171376 -0.79954207 -0.13745725 -0.05988052];113.0;80934
[ 0.03282697 -0.8030207  -0.18423583 -0.03165093];65.0;80934
[ 0.05497193 -0.80401254 -0.20276415 -0.02039546];58.0;80934
[ 0.08006358 -0.80623275 -0.22329536 -0.00772125];66.0;80934
[ 0.02009338 -0.8025558  -0.17354657 -0.03819901];37.0;80934
[ 0.04534377 -0.8028392  -0.19465615 -0.02405712];33.0;80934
[ 5.3703785e-05 -8.0047512e-01 -1.5640447e-01 -4.7965467e-02];23.0;80934
[ 0.02216351 -0.8018633  -0.17643017 -0.03710845];102.0;80934
[-0.00351855 -0.79945475 -0.15344188 -0.05045831];65.0;80934
[-0.0048096  -0.8008061  -0.15246597 -0.05141044];57.0;80934
[ 0.02200571 -0.80047405 -0.1752005  -0.03818214];85.0;80934
[ 0.051291   -0.80179304 -0.19990736 -0.02190498];79.0;80934
[ 0.03218471 -0.7990621  -0.18405014 -0.03158286];61.0;80934
[ 0.06229006 -0.8034608  -0.21020108 -0.01707458];81.0;80934
[ 0.02928808 -0.80246204 -0.18127355 -0.03547058];131.0;80934
[ 0.0145421  -0.7974097  -0.17243247 -0.04169947];229.0;80934
[ 0.0294445  -0.800819   -0.1835674  -0.03387704];160.0;80934
[ 0.01454933 -0.8014346  -0.17057532 -0.04307866];165.0;80934
[ 0.0372761  -0.8013298  -0.18846227 -0.03085509];175.0;80934
[-0.02593267 -0.7980866  -0.13509771 -0.06316078];146.0;80934
[ 0.00104265 -0.79982376 -0.15795898 -0.04992479];138.0;80934
[ 0.00714485 -0.799713   -0.16332486 -0.04710555];159.0;80934
[ 0.03401946 -0.80228853 -0.18603048 -0.0332126 ];102.0;80934
[ 0.01417093 -0.7997189  -0.16918999 -0.04176015];106.0;80934
[-0.0258384  -0.7969865  -0.13525906 -0.06188531];55.0;80934
[ 0.00568227 -0.7990028  -0.1622853  -0.04451594];38.0;80934
[ 0.01669833 -0.80025005 -0.17177679 -0.03833339];45.0;80934
[ 0.01137374 -0.7992214  -0.16811952 -0.04040954];81.0;80934
[ 0.01093327 -0.7967183  -0.16555601 -0.04133925];74.0;80934
[-0.01542681 -0.7975288  -0.14634427 -0.05513942];112.0;80934
[ 0.01563428 -0.7964428  -0.17221929 -0.03833163];103.0;80934
[ 0.02728491 -0.799689   -0.17996743 -0.03425053];54.0;80934
[ 0.03341539 -0.7998431  -0.18558452 -0.03125152];40.0;80934
[-0.00710925 -0.7984834  -0.1503976  -0.05218393];52.0;80934
[ 0.0719526  -0.80115527 -0.21436293 -0.01195952];59.0;80934
[ 0.01290879 -0.79908955 -0.16688961 -0.04290497];48.0;80934
[ 0.01790708 -0.7999393  -0.1696035  -0.04029185];102.0;80934
[-0.01922916 -0.7978338  -0.1366705  -0.05885962];53.0;80934
[-0.00364092 -0.79967993 -0.15080166 -0.05169559];36.0;80934
[ 0.0267721  -0.7995272  -0.17766012 -0.03505397];27.0;80934
[ 0.03392996 -0.79831284 -0.18532541 -0.02969679];39.0;80934
[-0.0112184  -0.79912066 -0.14560843 -0.05413532];75.0;80934
[ 0.01608789 -0.8002082  -0.16786887 -0.03978133];151.0;80934
[ 0.07114552 -0.8030725  -0.21537015 -0.01109168];125.0;80934
[ 0.04510251 -0.8010969  -0.19415186 -0.02448514];170.0;80934
[ 0.00245146 -0.80016845 -0.15796784 -0.04633635];177.0;80934
[ 0.00663106 -0.800094   -0.16141388 -0.04421058];206.0;80934
[-0.00889082 -0.80126154 -0.14767355 -0.05285674];223.0;80934
[ 0.00996023 -0.8030456  -0.16450922 -0.04452291];261.0;80934
[ 0.05701976 -0.8057586  -0.20463733 -0.02005175];144.0;80934
[ 0.0525317  -0.8044308  -0.20046027 -0.02141908];97.0;80934
[ 0.04258625 -0.80373615 -0.19211255 -0.02655116];111.0;80934
[-0.02124797 -0.79978305 -0.1379591  -0.05979326];117.0;80934
[ 0.03283317 -0.7995419  -0.18495716 -0.0313606 ];129.0;80934
[ 0.03344126 -0.80461043 -0.18574867 -0.03469253];112.0;80934
[ 0.01430926 -0.7972892  -0.17218155 -0.04174313];139.0;80934
[ 0.03006554 -0.80114025 -0.18423657 -0.0337607 ];89.0;80934
[ 0.01497626 -0.8016555  -0.17103536 -0.0429987 ];70.0;80934
[ 0.03867348 -0.8020527  -0.1899679  -0.03059331];96.0;80934
[-0.02604911 -0.7980264  -0.13497224 -0.06318258];111.0;80934
[ 0.00096501 -0.7997836  -0.15787536 -0.04993936];68.0;80934
[ 0.00702839 -0.79965276 -0.16319938 -0.0471274 ];53.0;80934
[ 0.03091423 -0.8006821  -0.1826846  -0.03379431];71.0;80934
[ 0.01354988 -0.79939765 -0.16852081 -0.04187647];87.0;80934
[-0.02634297 -0.7967256  -0.13471535 -0.06197986];63.0;80934
[ 0.00537173 -0.79884225 -0.16195072 -0.04457411];77.0;80934
[ 0.01728055 -0.80055124 -0.17240411 -0.03822431];137.0;80934
[ 0.01121847 -0.7991411  -0.16795222 -0.04043862];149.0;80934
[ 0.01112734 -0.7968187  -0.16576514 -0.04130289];101.0;80934
[-0.0148446  -0.79783    -0.14697161 -0.05503035];60.0;80934
[ 0.015479   -0.7963625  -0.17205201 -0.03836071];151.0;80934
