id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
202236-37506,2022-09-10,202236,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,36,31.0,264.0
202237-37506,2022-09-17,202237,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,37,5.0,232.0
202238-37506,2022-09-24,202238,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,38,43.0,179.0
202239-37506,2022-10-01,202239,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,39,26.0,47.0
202240-37506,2022-10-08,202240,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,40,22.0,0.0
202241-37506,2022-10-15,202241,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,41,27.0,106.0
202242-37506,2022-10-22,202242,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,42,23.0,72.0
202243-37506,2022-10-29,202243,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,43,1.0,24.0
202244-37506,2022-11-05,202244,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,44,3.0,40.0
202245-37506,2022-11-12,202245,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,45,1.0,81.0
202246-37506,2022-11-19,202246,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,46,6.0,75.0
202247-37506,2022-11-26,202247,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,47,29.0,35.0
202248-37506,2022-12-03,202248,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,48,13.0,125.0
202249-37506,2022-12-10,202249,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,49,23.0,110.0
202250-37506,2022-12-17,202250,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,50,1.0,13.0
202251-37506,2022-12-24,202251,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,51,11.0,112.0
202252-37506,2022-12-31,202252,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,52,4.0,180.0
202301-37506,2023-01-07,202301,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,1,1.0,78.0
202302-37506,2023-01-14,202302,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,2,14.0,222.0
202303-37506,2023-01-21,202303,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,3,72.0,124.0
202304-37506,2023-01-28,202304,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,4,16.0,26.0
202305-37506,2023-02-04,202305,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,5,0.0,26.0
202306-37506,2023-02-11,202306,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,6,1.0,42.0
202307-37506,2023-02-18,202307,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,7,11.0,83.0
202308-37506,2023-02-25,202308,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,8,21.0,57.0
202309-37506,2023-03-04,202309,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,9,13.0,134.0
202310-37506,2023-03-11,202310,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,10,26.0,138.0
202311-37506,2023-03-18,202311,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,11,11.0,190.0
202312-37506,2023-03-25,202312,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,12,55.0,114.0
202313-37506,2023-04-01,202313,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,13,31.0,72.0
202314-37506,2023-04-08,202314,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,14,6.0,74.0
202315-37506,2023-04-15,202315,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,15,0.0,22.0
202316-37506,2023-04-22,202316,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,16,5.0,120.0
202317-37506,2023-04-29,202317,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,17,6.0,130.0
202318-37506,2023-05-06,202318,37506,0,0,0,0,0,1,0,15,14.0,0,1,0,18,0.0,26.0
202129-41454,2021-07-24,202129,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,29,90.0,227.0
202130-41454,2021-07-31,202130,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,30,293.0,169.0
202131-41454,2021-08-07,202131,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,31,96.0,212.0
202132-41454,2021-08-14,202132,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,32,110.0,177.0
202133-41454,2021-08-21,202133,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,33,222.0,99.0
202134-41454,2021-08-28,202134,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,34,170.0,84.0
202135-41454,2021-09-04,202135,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,35,115.0,70.0
202136-41454,2021-09-11,202136,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,36,26.0,91.0
202137-41454,2021-09-18,202137,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,37,52.0,103.0
202138-41454,2021-09-25,202138,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,38,62.0,75.0
202139-41454,2021-10-02,202139,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,39,50.0,93.0
202140-41454,2021-10-09,202140,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,40,66.0,88.0
202141-41454,2021-10-16,202141,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,41,53.0,137.0
202142-41454,2021-10-23,202142,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,42,53.0,134.0
202143-41454,2021-10-30,202143,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,43,59.0,144.0
202144-41454,2021-11-06,202144,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,44,75.0,109.0
202145-41454,2021-11-13,202145,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,45,54.0,94.0
202146-41454,2021-11-20,202146,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,46,84.0,47.0
202147-41454,2021-11-27,202147,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,47,55.0,31.0
202148-41454,2021-12-04,202148,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,48,49.0,31.0
202149-41454,2021-12-11,202149,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,49,42.0,53.0
202150-41454,2021-12-18,202150,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,50,52.0,86.0
202151-41454,2021-12-25,202151,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,51,54.0,115.0
202152-41454,2022-01-01,202152,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,52,42.0,166.0
202201-41454,2022-01-08,202201,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,1,62.0,149.0
202202-41454,2022-01-15,202202,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,2,43.0,223.0
202203-41454,2022-01-22,202203,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,3,88.0,205.0
202204-41454,2022-01-29,202204,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,4,56.0,185.0
202205-41454,2022-02-05,202205,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,5,85.0,61.0
202206-41454,2022-02-12,202206,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,6,242.0,83.0
202207-41454,2022-02-19,202207,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,7,94.0,70.0
202208-41454,2022-02-26,202208,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,8,65.0,101.0
202209-41454,2022-03-05,202209,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,9,60.0,160.0
202210-41454,2022-03-12,202210,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,10,51.0,194.0
202211-41454,2022-03-19,202211,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,11,133.0,195.0
202212-41454,2022-03-26,202212,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,12,73.0,169.0
202213-41454,2022-04-02,202213,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,13,85.0,104.0
202214-41454,2022-04-09,202214,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,14,52.0,23.0
202215-41454,2022-04-16,202215,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,15,69.0,151.0
202216-41454,2022-04-23,202216,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,16,108.0,127.0
202217-41454,2022-04-30,202217,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,17,77.0,281.0
202218-41454,2022-05-07,202218,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,18,185.0,239.0
202219-41454,2022-05-14,202219,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,19,132.0,263.0
202220-41454,2022-05-21,202220,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,20,59.0,280.0
202221-41454,2022-05-28,202221,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,21,226.0,76.0
202222-41454,2022-06-04,202222,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,22,127.0,224.0
202223-41454,2022-06-11,202223,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,23,71.0,152.0
202224-41454,2022-06-18,202224,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,24,77.0,235.0
202225-41454,2022-06-25,202225,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,25,98.0,191.0
202226-41454,2022-07-02,202226,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,26,81.0,140.0
202227-41454,2022-07-09,202227,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,27,125.0,221.0
202228-41454,2022-07-16,202228,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,28,96.0,204.0
202229-41454,2022-07-23,202229,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,29,96.0,269.0
202230-41454,2022-07-30,202230,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,30,89.0,401.0
202231-41454,2022-08-06,202231,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,31,143.0,363.0
202232-41454,2022-08-13,202232,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,32,109.0,77.0
202233-41454,2022-08-20,202233,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,33,140.0,294.0
202234-41454,2022-08-27,202234,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,34,47.0,95.0
202235-41454,2022-09-03,202235,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,35,56.0,124.0
202236-41454,2022-09-10,202236,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,36,109.0,346.0
202237-41454,2022-09-17,202237,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,37,92.0,345.0
202238-41454,2022-09-24,202238,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,38,96.0,366.0
202239-41454,2022-10-01,202239,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,39,102.0,328.0
202240-41454,2022-10-08,202240,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,40,130.0,192.0
202241-41454,2022-10-15,202241,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,41,132.0,129.0
202242-41454,2022-10-22,202242,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,42,98.0,113.0
202243-41454,2022-10-29,202243,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,43,114.0,97.0
202244-41454,2022-11-05,202244,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,44,89.0,135.0
202245-41454,2022-11-12,202245,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,45,28.0,66.0
202246-41454,2022-11-19,202246,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,46,49.0,56.0
202247-41454,2022-11-26,202247,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,47,53.0,42.0
202248-41454,2022-12-03,202248,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,48,46.0,56.0
202249-41454,2022-12-10,202249,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,49,65.0,105.0
202250-41454,2022-12-17,202250,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,50,35.0,114.0
202251-41454,2022-12-24,202251,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,51,46.0,119.0
202252-41454,2022-12-31,202252,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,52,60.0,243.0
202301-41454,2023-01-07,202301,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,1,97.0,79.0
202302-41454,2023-01-14,202302,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,2,70.0,40.0
202303-41454,2023-01-21,202303,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,3,54.0,25.0
202304-41454,2023-01-28,202304,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,4,60.0,19.0
202305-41454,2023-02-04,202305,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,5,91.0,118.0
202306-41454,2023-02-11,202306,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,6,50.0,39.0
202307-41454,2023-02-18,202307,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,7,52.0,78.0
202308-41454,2023-02-25,202308,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,8,62.0,127.0
202309-41454,2023-03-04,202309,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,9,80.0,120.0
202310-41454,2023-03-11,202310,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,10,28.0,149.0
202311-41454,2023-03-18,202311,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,11,61.0,166.0
202312-41454,2023-03-25,202312,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,12,69.0,324.0
202313-41454,2023-04-01,202313,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,13,89.0,224.0
202314-41454,2023-04-08,202314,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,14,59.0,228.0
202315-41454,2023-04-15,202315,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,15,109.0,251.0
202316-41454,2023-04-22,202316,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,16,33.0,191.0
202317-41454,2023-04-29,202317,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,17,92.0,129.0
202318-41454,2023-05-06,202318,41454,0,0,0,0,0,1,0,16,14.0,0,1,0,18,60.0,143.0
202214-43428,2022-04-09,202214,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,14,15.0,108.0
202215-43428,2022-04-16,202215,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,15,58.0,58.0
202216-43428,2022-04-23,202216,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,16,26.0,165.0
202217-43428,2022-04-30,202217,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,17,48.0,119.0
202218-43428,2022-05-07,202218,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,18,76.0,65.0
202219-43428,2022-05-14,202219,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,19,32.0,54.0
202220-43428,2022-05-21,202220,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,20,40.0,33.0
202221-43428,2022-05-28,202221,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,21,123.0,36.0
202222-43428,2022-06-04,202222,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,22,198.0,5.0
202223-43428,2022-06-11,202223,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,23,106.0,3.0
202224-43428,2022-06-18,202224,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,24,117.0,14.0
202225-43428,2022-06-25,202225,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,25,71.0,19.0
202226-43428,2022-07-02,202226,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,26,109.0,37.0
202227-43428,2022-07-09,202227,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,27,72.0,80.0
202228-43428,2022-07-16,202228,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,28,70.0,129.0
202229-43428,2022-07-23,202229,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,29,79.0,147.0
202230-43428,2022-07-30,202230,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,30,94.0,99.0
202231-43428,2022-08-06,202231,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,31,152.0,46.0
202232-43428,2022-08-13,202232,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,32,145.0,23.0
202233-43428,2022-08-20,202233,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,33,101.0,15.0
202234-43428,2022-08-27,202234,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,34,130.0,18.0
202235-43428,2022-09-03,202235,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,35,73.0,3.0
202236-43428,2022-09-10,202236,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,36,16.0,73.0
202237-43428,2022-09-17,202237,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,37,24.0,51.0
202238-43428,2022-09-24,202238,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,38,4.0,61.0
202239-43428,2022-10-01,202239,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,39,8.0,79.0
202240-43428,2022-10-08,202240,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,40,10.0,115.0
202241-43428,2022-10-15,202241,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,41,11.0,201.0
202242-43428,2022-10-22,202242,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,42,55.0,149.0
202243-43428,2022-10-29,202243,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,43,14.0,135.0
202244-43428,2022-11-05,202244,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,44,17.0,35.0
202245-43428,2022-11-12,202245,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,45,4.0,38.0
202246-43428,2022-11-19,202246,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,46,15.0,22.0
202247-43428,2022-11-26,202247,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,47,14.0,97.0
202248-43428,2022-12-03,202248,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,48,31.0,56.0
202249-43428,2022-12-10,202249,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,49,7.0,3.0
202250-43428,2022-12-17,202250,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,50,23.0,38.0
202251-43428,2022-12-24,202251,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,51,4.0,47.0
202252-43428,2022-12-31,202252,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,52,5.0,71.0
202301-43428,2023-01-07,202301,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,1,59.0,146.0
202302-43428,2023-01-14,202302,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,2,21.0,74.0
202303-43428,2023-01-21,202303,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,3,28.0,217.0
202304-43428,2023-01-28,202304,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,4,46.0,111.0
202305-43428,2023-02-04,202305,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,5,17.0,191.0
202306-43428,2023-02-11,202306,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,6,12.0,131.0
202307-43428,2023-02-18,202307,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,7,8.0,239.0
202308-43428,2023-02-25,202308,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,8,132.0,329.0
202309-43428,2023-03-04,202309,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,9,46.0,194.0
202310-43428,2023-03-11,202310,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,10,19.0,177.0
202311-43428,2023-03-18,202311,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,11,19.0,394.0
202312-43428,2023-03-25,202312,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,12,38.0,379.0
202313-43428,2023-04-01,202313,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,13,71.0,189.0
202314-43428,2023-04-08,202314,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,14,76.0,322.0
202315-43428,2023-04-15,202315,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,15,32.0,185.0
202316-43428,2023-04-22,202316,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,16,50.0,262.0
202317-43428,2023-04-29,202317,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,17,46.0,74.0
202318-43428,2023-05-06,202318,43428,0,0,0,0,1,0,0,17,15.6,0,1,0,18,23.0,58.0
202117-45402,2021-05-01,202117,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,17,33.0,26.0
202118-45402,2021-05-08,202118,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,18,36.0,22.0
202119-45402,2021-05-15,202119,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,19,33.0,31.0
202120-45402,2021-05-22,202120,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,20,36.0,59.0
202121-45402,2021-05-29,202121,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,21,33.0,79.0
202122-45402,2021-06-05,202122,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,22,42.0,66.0
202123-45402,2021-06-12,202123,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,23,33.0,93.0
202124-45402,2021-06-19,202124,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,24,33.0,102.0
202125-45402,2021-06-26,202125,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,25,59.0,63.0
202126-45402,2021-07-03,202126,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,26,33.0,0.0
202127-45402,2021-07-10,202127,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,27,33.0,93.0
202128-45402,2021-07-17,202128,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,28,40.0,122.0
202129-45402,2021-07-24,202129,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,29,48.0,100.0
202130-45402,2021-07-31,202130,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,30,38.0,94.0
202131-45402,2021-08-07,202131,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,31,73.0,143.0
202132-45402,2021-08-14,202132,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,32,0.0,185.0
202133-45402,2021-08-21,202133,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,33,94.0,96.0
202134-45402,2021-08-28,202134,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,34,54.0,65.0
202135-45402,2021-09-04,202135,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,35,33.0,73.0
202136-45402,2021-09-11,202136,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,36,37.0,72.0
202137-45402,2021-09-18,202137,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,37,43.0,57.0
202138-45402,2021-09-25,202138,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,38,33.0,76.0
202139-45402,2021-10-02,202139,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,39,41.0,69.0
202140-45402,2021-10-09,202140,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,40,47.0,102.0
202141-45402,2021-10-16,202141,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,41,156.0,50.0
202142-45402,2021-10-23,202142,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,42,130.0,95.0
202143-45402,2021-10-30,202143,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,43,103.0,82.0
202144-45402,2021-11-06,202144,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,44,133.0,80.0
202145-45402,2021-11-13,202145,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,45,130.0,96.0
202146-45402,2021-11-20,202146,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,46,70.0,129.0
202147-45402,2021-11-27,202147,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,47,102.0,90.0
202148-45402,2021-12-04,202148,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,48,94.0,78.0
202149-45402,2021-12-11,202149,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,49,56.0,43.0
202150-45402,2021-12-18,202150,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,50,58.0,33.0
202151-45402,2021-12-25,202151,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,51,135.0,44.0
202152-45402,2022-01-01,202152,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,52,74.0,80.0
202201-45402,2022-01-08,202201,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,1,57.0,49.0
202202-45402,2022-01-15,202202,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,2,51.0,51.0
202203-45402,2022-01-22,202203,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,3,56.0,82.0
202204-45402,2022-01-29,202204,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,4,78.0,41.0
202205-45402,2022-02-05,202205,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,5,62.0,23.0
202206-45402,2022-02-12,202206,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,6,35.0,21.0
202207-45402,2022-02-19,202207,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,7,91.0,71.0
202208-45402,2022-02-26,202208,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,8,186.0,134.0
202209-45402,2022-03-05,202209,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,9,118.0,128.0
202210-45402,2022-03-12,202210,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,10,67.0,59.0
202211-45402,2022-03-19,202211,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,11,109.0,240.0
202212-45402,2022-03-26,202212,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,12,128.0,306.0
202213-45402,2022-04-02,202213,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,13,48.0,66.0
202214-45402,2022-04-09,202214,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,14,86.0,280.0
202215-45402,2022-04-16,202215,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,15,214.0,201.0
202216-45402,2022-04-23,202216,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,16,158.0,202.0
202217-45402,2022-04-30,202217,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,17,188.0,152.0
202218-45402,2022-05-07,202218,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,18,110.0,127.0
202219-45402,2022-05-14,202219,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,19,142.0,113.0
202220-45402,2022-05-21,202220,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,20,141.0,112.0
202221-45402,2022-05-28,202221,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,21,115.0,102.0
202222-45402,2022-06-04,202222,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,22,105.0,88.0
202223-45402,2022-06-11,202223,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,23,71.0,75.0
202224-45402,2022-06-18,202224,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,24,188.0,49.0
202225-45402,2022-06-25,202225,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,25,76.0,44.0
202226-45402,2022-07-02,202226,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,26,135.0,61.0
202227-45402,2022-07-09,202227,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,27,90.0,71.0
202228-45402,2022-07-16,202228,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,28,75.0,70.0
202229-45402,2022-07-23,202229,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,29,38.0,140.0
202230-45402,2022-07-30,202230,45402,0,0,0,1,0,0,0,18,13.5,1,0,0,30,115.0,252.0
