,id,date,year_week,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,setmana,sales_units,inventory_units
1993,202229-57246,2022-07-23,202229,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,29,2.0,5.0
1994,202230-57246,2022-07-30,202230,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,30,7.0,118.0
1995,202231-57246,2022-08-06,202231,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,31,2.0,3.0
1996,202232-57246,2022-08-13,202232,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,32,31.0,57.0
1997,202233-57246,2022-08-20,202233,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,33,2.0,12.0
1998,202234-57246,2022-08-27,202234,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,34,18.0,101.0
1999,202235-57246,2022-09-03,202235,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,35,1.0,3.0
2000,202236-57246,2022-09-10,202236,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,36,15.0,35.0
2001,202237-57246,2022-09-17,202237,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,37,2.0,26.0
2002,202238-57246,2022-09-24,202238,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,38,10.0,145.0
2003,202239-57246,2022-10-01,202239,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,39,0.0,6.0
2004,202240-57246,2022-10-08,202240,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,40,51.0,35.0
2005,202241-57246,2022-10-15,202241,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,41,2.0,53.0
2006,202242-57246,2022-10-22,202242,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,42,1.0,14.0
2007,202243-57246,2022-10-29,202243,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,43,59.0,58.0
2008,202244-57246,2022-11-05,202244,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,44,14.0,38.0
2009,202245-57246,2022-11-12,202245,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,45,33.0,160.0
2010,202246-57246,2022-11-19,202246,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,46,5.0,9.0
2011,202247-57246,2022-11-26,202247,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,47,10.0,42.0
2012,202248-57246,2022-12-03,202248,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,48,2.0,44.0
2013,202249-57246,2022-12-10,202249,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,49,22.0,139.0
2014,202250-57246,2022-12-17,202250,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,50,73.0,10.0
2015,202251-57246,2022-12-24,202251,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,51,124.0,22.0
2016,202252-57246,2022-12-31,202252,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,52,7.0,49.0
2017,202301-57246,2023-01-07,202301,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,1,5.0,137.0
2018,202302-57246,2023-01-14,202302,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,2,1.0,18.0
2019,202303-57246,2023-01-21,202303,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,3,74.0,17.0
2020,202304-57246,2023-01-28,202304,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,4,13.0,33.0
2021,202305-57246,2023-02-04,202305,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,5,49.0,77.0
2022,202306-57246,2023-02-11,202306,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,6,2.0,38.0
2023,202307-57246,2023-02-18,202307,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,7,3.0,24.0
2024,202308-57246,2023-02-25,202308,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,8,4.0,38.0
2025,202309-57246,2023-03-04,202309,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,9,20.0,63.0
2026,202310-57246,2023-03-11,202310,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,10,0.0,42.0
2027,202311-57246,2023-03-18,202311,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,11,9.0,47.0
2028,202312-57246,2023-03-25,202312,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,12,3.0,65.0
2029,202313-57246,2023-04-01,202313,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,13,29.0,87.0
2030,202314-57246,2023-04-08,202314,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,14,46.5,76.5
2031,202315-57246,2023-04-15,202315,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,15,64.0,66.0
2032,202316-57246,2023-04-22,202316,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,16,2.0,132.0
2033,202317-57246,2023-04-29,202317,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,17,13.0,78.0
2034,202318-57246,2023-05-06,202318,57246,0,1,0,0,0,0,0,22,15.6,0,1,0,18,13.0,35.0
2035,202130-58233,2021-07-31,202130,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,30,69.0,83.0
2036,202131-58233,2021-08-07,202131,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,31,2.0,136.0
2037,202132-58233,2021-08-14,202132,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,32,34.0,57.0
2038,202133-58233,2021-08-21,202133,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,33,0.0,27.0
2039,202134-58233,2021-08-28,202134,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,34,0.0,27.0
2040,202135-58233,2021-09-04,202135,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,35,6.0,18.0
2041,202136-58233,2021-09-11,202136,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,36,6.0,18.0
2042,202137-58233,2021-09-18,202137,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,37,0.0,20.0
2043,202138-58233,2021-09-25,202138,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,38,0.0,34.0
2044,202139-58233,2021-10-02,202139,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,39,0.0,70.0
2045,202140-58233,2021-10-09,202140,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,40,0.0,72.0
2046,202141-58233,2021-10-16,202141,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,41,7.0,21.0
2047,202142-58233,2021-10-23,202142,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,42,0.0,117.0
2048,202143-58233,2021-10-30,202143,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,43,121.0,37.0
2049,202144-58233,2021-11-06,202144,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,44,32.0,68.0
2050,202145-58233,2021-11-13,202145,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,45,17.0,18.0
2051,202146-58233,2021-11-20,202146,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,46,11.5,60.0
2052,202147-58233,2021-11-27,202147,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,47,6.0,10.0
2053,202148-58233,2021-12-04,202148,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,48,0.0,9.0
2054,202149-58233,2021-12-11,202149,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,49,0.0,14.0
2055,202150-58233,2021-12-18,202150,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,50,0.0,28.0
2056,202151-58233,2021-12-25,202151,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,51,0.0,48.0
2057,202152-58233,2022-01-01,202152,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,52,16.0,35.0
2058,202201-58233,2022-01-08,202201,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,1,14.0,27.0
2059,202202-58233,2022-01-15,202202,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,2,5.0,31.0
2060,202203-58233,2022-01-22,202203,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,3,3.0,22.0
2061,202204-58233,2022-01-29,202204,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,4,2.0,46.0
2062,202205-58233,2022-02-05,202205,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,5,0.0,32.0
2063,202206-58233,2022-02-12,202206,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,6,1.0,89.0
2064,202207-58233,2022-02-19,202207,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,7,0.0,86.0
2065,202208-58233,2022-02-26,202208,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,8,4.0,83.0
2066,202209-58233,2022-03-05,202209,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,9,0.0,73.0
2067,202210-58233,2022-03-12,202210,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,10,0.0,96.0
2068,202211-58233,2022-03-19,202211,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,11,18.0,45.0
2069,202212-58233,2022-03-26,202212,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,12,0.0,112.0
2070,202213-58233,2022-04-02,202213,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,13,0.0,44.0
2071,202214-58233,2022-04-09,202214,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,14,0.0,146.0
2072,202215-58233,2022-04-16,202215,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,15,1.0,69.0
2073,202216-58233,2022-04-23,202216,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,16,16.0,192.0
2074,202217-58233,2022-04-30,202217,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,17,17.0,46.0
2075,202218-58233,2022-05-07,202218,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,18,51.0,153.0
2076,202219-58233,2022-05-14,202219,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,19,4.0,52.0
2077,202220-58233,2022-05-21,202220,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,20,166.0,86.0
2078,202221-58233,2022-05-28,202221,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,21,9.0,88.0
2079,202222-58233,2022-06-04,202222,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,22,119.0,69.0
2080,202223-58233,2022-06-11,202223,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,23,16.0,69.0
2081,202224-58233,2022-06-18,202224,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,24,85.0,46.0
2082,202225-58233,2022-06-25,202225,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,25,24.0,35.0
2083,202226-58233,2022-07-02,202226,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,26,19.0,28.5
2084,202227-58233,2022-07-09,202227,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,27,9.0,22.0
2085,202228-58233,2022-07-16,202228,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,28,13.0,48.0
2086,202229-58233,2022-07-23,202229,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,29,0.0,22.0
2087,202230-58233,2022-07-30,202230,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,30,4.0,72.0
2088,202231-58233,2022-08-06,202231,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,31,3.0,37.0
2089,202232-58233,2022-08-13,202232,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,32,2.0,88.0
2090,202233-58233,2022-08-20,202233,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,33,0.0,75.0
2091,202234-58233,2022-08-27,202234,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,34,1.0,157.0
2092,202235-58233,2022-09-03,202235,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,35,23.0,41.0
2093,202236-58233,2022-09-10,202236,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,36,55.0,78.0
2094,202237-58233,2022-09-17,202237,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,37,11.0,24.0
2095,202238-58233,2022-09-24,202238,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,38,22.0,47.0
2096,202239-58233,2022-10-01,202239,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,39,2.0,21.0
2097,202240-58233,2022-10-08,202240,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,40,5.0,44.0
2098,202241-58233,2022-10-15,202241,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,41,0.0,33.0
2099,202242-58233,2022-10-22,202242,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,42,1.0,70.0
2100,202243-58233,2022-10-29,202243,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,43,0.0,64.0
2101,202244-58233,2022-11-05,202244,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,44,10.0,56.0
2102,202245-58233,2022-11-12,202245,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,45,15.0,41.0
2103,202246-58233,2022-11-19,202246,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,46,1.0,64.0
2104,202247-58233,2022-11-26,202247,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,47,0.0,44.0
2105,202248-58233,2022-12-03,202248,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,48,0.0,67.0
2106,202249-58233,2022-12-10,202249,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,49,0.0,73.0
2107,202250-58233,2022-12-17,202250,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,50,0.0,55.5
2108,202251-58233,2022-12-24,202251,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,51,23.0,38.0
2109,202252-58233,2022-12-31,202252,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,52,0.0,77.0
2110,202301-58233,2023-01-07,202301,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,1,7.0,27.0
2111,202302-58233,2023-01-14,202302,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,2,0.0,126.0
2112,202304-58233,2023-01-28,202304,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,4,0.0,33.0
2113,202305-58233,2023-02-04,202305,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,5,16.0,162.0
2114,202306-58233,2023-02-11,202306,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,6,32.0,59.0
2115,202307-58233,2023-02-18,202307,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,7,48.0,90.0
2116,202308-58233,2023-02-25,202308,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,8,0.0,68.0
2117,202309-58233,2023-03-04,202309,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,9,16.0,65.0
2118,202310-58233,2023-03-11,202310,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,10,18.0,41.0
2119,202311-58233,2023-03-18,202311,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,11,0.0,79.0
2120,202312-58233,2023-03-25,202312,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,12,1.0,39.0
2121,202313-58233,2023-04-01,202313,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,13,13.0,60.0
2122,202314-58233,2023-04-08,202314,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,14,0.0,60.0
2123,202315-58233,2023-04-15,202315,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,15,0.0,79.0
2124,202316-58233,2023-04-22,202316,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,16,0.0,64.0
2125,202317-58233,2023-04-29,202317,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,17,0.0,82.0
2126,202318-58233,2023-05-06,202318,58233,1,0,0,0,0,0,0,23,13.3,1,0,0,18,0.0,76.0
2127,202203-59220,2022-01-22,202203,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,3,1.0,80.0
2128,202204-59220,2022-01-29,202204,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,4,1.0,74.0
2129,202205-59220,2022-02-05,202205,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,5,0.5,126.0
2130,202206-59220,2022-02-12,202206,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,6,0.0,116.0
2131,202207-59220,2022-02-19,202207,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,7,17.5,64.0
2132,202208-59220,2022-02-26,202208,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,8,35.0,63.0
2133,202209-59220,2022-03-05,202209,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,9,15.0,42.0
2134,202210-59220,2022-03-12,202210,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,10,18.0,35.0
2135,202211-59220,2022-03-19,202211,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,11,0.0,47.0
2136,202212-59220,2022-03-26,202212,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,12,10.0,19.0
2137,202213-59220,2022-04-02,202213,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,13,0.0,81.0
2138,202214-59220,2022-04-09,202214,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,14,2.0,15.0
2139,202215-59220,2022-04-16,202215,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,15,0.0,125.0
2140,202216-59220,2022-04-23,202216,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,16,0.0,20.0
2141,202217-59220,2022-04-30,202217,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,17,38.0,68.0
2142,202218-59220,2022-05-07,202218,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,18,0.0,38.0
2143,202219-59220,2022-05-14,202219,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,19,10.0,52.0
2144,202220-59220,2022-05-21,202220,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,20,0.0,40.0
2145,202221-59220,2022-05-28,202221,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,21,0.0,69.0
2146,202222-59220,2022-06-04,202222,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,22,0.0,64.0
2147,202223-59220,2022-06-11,202223,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,23,0.0,90.0
2148,202224-59220,2022-06-18,202224,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,24,0.0,71.0
2149,202225-59220,2022-06-25,202225,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,25,11.0,73.0
2150,202226-59220,2022-07-02,202226,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,26,20.0,41.0
2151,202227-59220,2022-07-09,202227,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,27,0.0,100.0
2152,202228-59220,2022-07-16,202228,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,28,4.0,92.5
2153,202229-59220,2022-07-23,202229,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,29,10.0,85.0
2154,202230-59220,2022-07-30,202230,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,30,8.0,21.0
2155,202231-59220,2022-08-06,202231,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,31,0.0,97.0
2156,202232-59220,2022-08-13,202232,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,32,0.0,22.0
2157,202233-59220,2022-08-20,202233,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,33,0.0,100.0
2158,202234-59220,2022-08-27,202234,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,34,0.0,36.0
2159,202235-59220,2022-09-03,202235,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,35,0.0,104.0
2160,202236-59220,2022-09-10,202236,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,36,0.0,52.0
2161,202237-59220,2022-09-17,202237,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,37,0.0,118.0
2162,202238-59220,2022-09-24,202238,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,38,18.0,24.0
2163,202239-59220,2022-10-01,202239,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,39,34.0,67.0
2164,202240-59220,2022-10-08,202240,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,40,8.0,11.0
2165,202241-59220,2022-10-15,202241,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,41,6.0,57.0
2166,202242-59220,2022-10-22,202242,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,42,4.0,4.0
2167,202243-59220,2022-10-29,202243,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,43,0.0,83.0
2168,202244-59220,2022-11-05,202244,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,44,1.0,2.0
2169,202245-59220,2022-11-12,202245,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,45,0.0,158.0
2170,202246-59220,2022-11-19,202246,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,46,0.0,1.0
2171,202247-59220,2022-11-26,202247,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,47,20.0,127.0
2172,202248-59220,2022-12-03,202248,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,48,0.0,3.0
2173,202249-59220,2022-12-10,202249,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,49,26.0,88.0
2174,202250-59220,2022-12-17,202250,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,50,0.0,7.0
2175,202251-59220,2022-12-24,202251,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,51,26.0,49.0
2176,202252-59220,2022-12-31,202252,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,52,0.0,16.0
2177,202301-59220,2023-01-07,202301,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,1,4.0,42.0
2178,202302-59220,2023-01-14,202302,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,2,0.0,18.0
2179,202303-59220,2023-01-21,202303,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,3,0.0,60.0
2180,202304-59220,2023-01-28,202304,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,4,0.0,32.0
2181,202305-59220,2023-02-04,202305,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,5,0.0,61.0
2182,202306-59220,2023-02-11,202306,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,6,0.0,65.0
2183,202307-59220,2023-02-18,202307,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,7,0.0,79.0
2184,202308-59220,2023-02-25,202308,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,8,15.0,42.0
2185,202309-59220,2023-03-04,202309,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,9,15.0,56.0
2186,202310-59220,2023-03-11,202310,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,10,0.0,45.0
2187,202311-59220,2023-03-18,202311,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,11,12.0,38.0
2188,202312-59220,2023-03-25,202312,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,12,0.0,76.0
2189,202313-59220,2023-04-01,202313,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,13,0.0,44.0
2190,202314-59220,2023-04-08,202314,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,14,0.0,150.0
2191,202315-59220,2023-04-15,202315,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,15,0.0,77.0
2192,202316-59220,2023-04-22,202316,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,16,0.0,73.0
2193,202317-59220,2023-04-29,202317,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,17,0.0,82.0
2194,202318-59220,2023-05-06,202318,59220,0,0,0,0,1,0,0,24,15.6,0,1,0,18,22.0,40.0
2195,202152-62181,2022-01-01,202152,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,52,0.0,136.0
2196,202201-62181,2022-01-08,202201,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,1,6.0,30.0
2197,202202-62181,2022-01-15,202202,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,2,0.0,161.0
2198,202203-62181,2022-01-22,202203,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,3,0.0,39.0
2199,202204-62181,2022-01-29,202204,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,4,30.0,115.0
2200,202205-62181,2022-02-05,202205,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,5,8.0,27.0
2201,202206-62181,2022-02-12,202206,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,6,0.0,125.0
2202,202207-62181,2022-02-19,202207,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,7,0.0,32.0
2203,202208-62181,2022-02-26,202208,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,8,15.0,102.0
2204,202209-62181,2022-03-05,202209,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,9,4.0,26.0
2205,202210-62181,2022-03-12,202210,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,10,32.0,53.0
2206,202211-62181,2022-03-19,202211,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,11,0.0,34.0
2207,202212-62181,2022-03-26,202212,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,12,12.0,35.0
2208,202213-62181,2022-04-02,202213,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,13,4.0,27.0
2209,202214-62181,2022-04-09,202214,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,14,0.0,40.0
2210,202215-62181,2022-04-16,202215,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,15,0.0,30.0
2211,202216-62181,2022-04-23,202216,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,16,10.0,25.0
2212,202217-62181,2022-04-30,202217,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,17,2.0,27.0
2213,202218-62181,2022-05-07,202218,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,18,0.0,26.0
2214,202219-62181,2022-05-14,202219,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,19,0.0,38.0
2215,202220-62181,2022-05-21,202220,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,20,0.0,30.0
2216,202221-62181,2022-05-28,202221,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,21,0.0,42.0
2217,202222-62181,2022-06-04,202222,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,22,3.0,56.5
2218,202223-62181,2022-06-11,202223,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,23,0.0,71.0
2219,202224-62181,2022-06-18,202224,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,24,0.0,26.0
2220,202225-62181,2022-06-25,202225,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,25,13.0,51.0
2221,202226-62181,2022-07-02,202226,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,26,0.0,45.0
2222,202227-62181,2022-07-09,202227,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,27,0.0,63.0
2223,202228-62181,2022-07-16,202228,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,28,0.0,83.0
2224,202229-62181,2022-07-23,202229,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,29,0.0,112.0
2225,202230-62181,2022-07-30,202230,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,30,29.0,39.0
2226,202231-62181,2022-08-06,202231,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,31,8.0,99.0
2227,202232-62181,2022-08-13,202232,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,32,13.0,19.0
2228,202233-62181,2022-08-20,202233,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,33,28.0,56.0
2229,202234-62181,2022-08-27,202234,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,34,4.0,12.0
2230,202235-62181,2022-09-03,202235,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,35,5.0,48.0
2231,202236-62181,2022-09-10,202236,62181,0,0,0,0,1,0,0,25,14.0,0,1,0,36,0.0,14.0
